EventID,EventType,EventDate,BookingLocation,Region,Team,Product,SourceSystem,Severity,IssueType
E0015159,Processing Error,2025-09-29,Zurich,EMEA,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0015172,Processing Error,2025-09-29,London,EMEA,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0015173,KYC Review Overdue,2025-09-29,London,EMEA,Compliance & Controls,Discretionary,Workflow,Low,Missing Mandatory Fields
E0015198,Incident,2025-09-29,Singapore,APAC,Operations,Advisory,Monitoring Tool,High,Missing Mandatory Fields
E0015207,Processing Error,2025-09-29,Hong Kong,APAC,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0015222,Data Quality Issue,2025-09-30,Geneva,EMEA,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0015231,Processing Error,2025-09-30,London,EMEA,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0015242,Processing Error,2025-09-30,London,EMEA,Operations,Structured Products,CRM,Low,Missing Mandatory Fields
E0015257,Data Quality Issue,2025-09-30,New York,Americas,Client Onboarding,Structured Products,Email Intake,High,Missing Mandatory Fields
E0015270,Processing Error,2025-10-01,Zurich,EMEA,Operations,Discretionary,Core Banking,High,Missing Mandatory Fields
E0015272,Data Quality Issue,2025-10-01,Zurich,EMEA,Compliance & Controls,Execution-only,Monitoring Tool,High,Missing Mandatory Fields
E0015276,Data Quality Issue,2025-10-01,Geneva,EMEA,Front Office,Discretionary,CRM,Low,Missing Mandatory Fields
E0015277,Data Quality Issue,2025-10-01,Geneva,EMEA,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0015290,Data Quality Issue,2025-10-01,London,EMEA,Compliance & Controls,Structured Products,Monitoring Tool,Medium,Missing Mandatory Fields
E0015304,Processing Error,2025-10-01,New York,Americas,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0015308,Data Quality Issue,2025-10-01,Singapore,APAC,Client Onboarding,Discretionary,Workflow,Low,Missing Mandatory Fields
E0015309,Data Quality Issue,2025-10-01,Singapore,APAC,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0015313,Processing Error,2025-10-01,Hong Kong,APAC,Operations,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0015327,High-Risk Transaction,2025-10-02,Zurich,EMEA,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0015336,Processing Error,2025-10-02,Geneva,EMEA,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0015337,Data Quality Issue,2025-10-02,Geneva,EMEA,Operations,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0015367,Reconciliation Break,2025-10-02,Hong Kong,APAC,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0015378,Data Quality Issue,2025-10-02,Hong Kong,APAC,Operations,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0015380,Overdue Task,2025-10-03,Zurich,EMEA,Client Onboarding,Advisory,Core Banking,Low,Missing Mandatory Fields
E0015461,KYC Review Overdue,2025-10-04,Geneva,EMEA,Operations,,CRM,Low,Missing Mandatory Fields
E0015468,Data Quality Issue,2025-10-04,London,EMEA,Client Onboarding,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0015472,Processing Error,2025-10-04,London,EMEA,Operations,Discretionary,Workflow,Low,Missing Mandatory Fields
E0015484,Data Quality Issue,2025-10-04,New York,Americas,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0015504,High-Risk Transaction,2025-10-05,Zurich,EMEA,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0015509,Data Quality Issue,2025-10-05,Zurich,EMEA,Client Onboarding,Structured Products,Core Banking,Medium,Missing Mandatory Fields
E0015523,Data Quality Issue,2025-10-05,London,EMEA,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0015533,Data Quality Issue,2025-10-05,Singapore,APAC,Client Onboarding,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0015539,Limit Breach,2025-10-05,Hong Kong,APAC,Front Office,Structured Products,Workflow,Low,Missing Mandatory Fields
E0015544,KYC Review Overdue,2025-10-06,Zurich,EMEA,Compliance & Controls,Discretionary,Workflow,Low,Missing Mandatory Fields
E0015551,Data Quality Issue,2025-10-06,Zurich,EMEA,Client Onboarding,Execution-only,CRM,Low,Missing Mandatory Fields
E0015567,Data Quality Issue,2025-10-06,London,EMEA,Client Onboarding,Advisory,Core Banking,Low,Missing Mandatory Fields
E0015593,Incident,2025-10-06,Singapore,APAC,Operations,Structured Products,Email Intake,Medium,Missing Mandatory Fields
E0015606,Processing Error,2025-10-07,Zurich,EMEA,Operations,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0015615,Data Quality Issue,2025-10-07,Geneva,EMEA,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0015635,Reconciliation Break,2025-10-07,New York,Americas,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0015649,Data Quality Issue,2025-10-07,Hong Kong,APAC,Operations,Advisory,CRM,Medium,Missing Mandatory Fields
E0015657,Data Quality Issue,2025-10-07,Hong Kong,APAC,Front Office,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0015680,High-Risk Transaction,2025-10-08,Geneva,EMEA,Front Office,Execution-only,Monitoring Tool,Medium,Missing Mandatory Fields
E0015736,High-Risk Transaction,2025-10-09,London,EMEA,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0015780,Processing Error,2025-10-10,London,EMEA,Client Onboarding,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0015786,Incident,2025-10-10,London,EMEA,Client Onboarding,Lombard Lending,CRM,Medium,Missing Mandatory Fields
E0015787,Processing Error,2025-10-10,London,EMEA,Operations,Structured Products,Core Banking,High,Missing Mandatory Fields
E0015799,High-Risk Transaction,2025-10-10,Singapore,APAC,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0015809,Processing Error,2025-10-10,Hong Kong,APAC,Front Office,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0015816,Data Quality Issue,2025-10-11,Zurich,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0015841,Incident,2025-10-11,New York,Americas,Operations,Execution-only,Email Intake,High,Missing Mandatory Fields
E0015859,Data Quality Issue,2025-10-12,Zurich,EMEA,Client Onboarding,Structured Products,Workflow,High,Missing Mandatory Fields
E0015861,Data Quality Issue,2025-10-12,Geneva,EMEA,Client Onboarding,Advisory,Workflow,Low,Missing Mandatory Fields
E0015874,Data Quality Issue,2025-10-12,London,EMEA,Operations,Execution-only,Monitoring Tool,High,Missing Mandatory Fields
E0015899,Data Quality Issue,2025-10-13,Zurich,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0015932,Processing Error,2025-10-13,New York,Americas,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0015938,Processing Error,2025-10-13,Singapore,APAC,Operations,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0015945,Data Quality Issue,2025-10-13,Singapore,APAC,Compliance & Controls,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0015947,Data Quality Issue,2025-10-13,Hong Kong,APAC,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0015956,Processing Error,2025-10-14,Zurich,EMEA,Operations,Discretionary,Workflow,Critical,Missing Mandatory Fields
E0015971,Data Quality Issue,2025-10-14,Geneva,EMEA,Client Onboarding,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0015975,Processing Error,2025-10-14,London,EMEA,Client Onboarding,Advisory,Workflow,Medium,Missing Mandatory Fields
E0015977,Overdue Task,2025-10-14,London,EMEA,Client Onboarding,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0015990,Reconciliation Break,2025-10-14,New York,Americas,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0016002,Data Quality Issue,2025-10-14,Singapore,APAC,Client Onboarding,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0016041,Processing Error,2025-10-15,London,EMEA,Operations,Discretionary,CRM,Low,Missing Mandatory Fields
E0016052,Data Quality Issue,2025-10-15,New York,Americas,Compliance & Controls,Discretionary,Workflow,High,Missing Mandatory Fields
E0016069,Processing Error,2025-10-15,Hong Kong,APAC,Operations,Execution-only,Email Intake,High,Missing Mandatory Fields
E0016080,Data Quality Issue,2025-10-16,Zurich,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0016082,Incident,2025-10-16,Zurich,EMEA,Operations,Execution-only,Workflow,High,Missing Mandatory Fields
E0016099,Data Quality Issue,2025-10-16,London,EMEA,Front Office,Structured Products,Monitoring Tool,High,Missing Mandatory Fields
E0016115,Incident,2025-10-17,Zurich,EMEA,Front Office,Execution-only,CRM,Low,Missing Mandatory Fields
E0016126,Processing Error,2025-10-17,Geneva,EMEA,Operations,Structured Products,Monitoring Tool,Low,Missing Mandatory Fields
E0016132,Limit Breach,2025-10-17,London,EMEA,Front Office,Lombard Lending,CRM,High,Missing Mandatory Fields
E0016146,Processing Error,2025-10-17,New York,Americas,Operations,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0016170,Processing Error,2025-10-18,Geneva,EMEA,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0016182,Processing Error,2025-10-18,London,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0016183,Processing Error,2025-10-18,London,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0016186,Overdue Task,2025-10-18,London,EMEA,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0016190,Data Quality Issue,2025-10-18,London,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0016194,Overdue Task,2025-10-18,New York,Americas,Compliance & Controls,Advisory,Workflow,Low,Missing Mandatory Fields
E0016210,Data Quality Issue,2025-10-18,Hong Kong,APAC,Front Office,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0016255,Data Quality Issue,2025-10-20,Zurich,EMEA,Client Onboarding,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0016264,Processing Error,2025-10-20,Zurich,EMEA,Operations,Structured Products,Email Intake,Critical,Missing Mandatory Fields
E0016274,Data Quality Issue,2025-10-20,London,EMEA,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0016276,High-Risk Transaction,2025-10-20,London,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0016285,Data Quality Issue,2025-10-20,New York,Americas,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0016299,High-Risk Transaction,2025-10-20,Hong Kong,APAC,Front Office,Structured Products,Workflow,Low,Missing Mandatory Fields
E0016304,Incident,2025-10-21,Zurich,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0016307,Processing Error,2025-10-21,Zurich,EMEA,Operations,Lombard Lending,Workflow,Low,Missing Mandatory Fields
E0016311,Processing Error,2025-10-21,Zurich,EMEA,Operations,Structured Products,Core Banking,Medium,Missing Mandatory Fields
E0016313,Processing Error,2025-10-21,Geneva,EMEA,Operations,Discretionary,Workflow,High,Missing Mandatory Fields
E0016322,Data Quality Issue,2025-10-21,London,EMEA,Client Onboarding,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0016348,Processing Error,2025-10-22,Zurich,EMEA,Operations,Discretionary,CRM,High,Missing Mandatory Fields
E0016352,High-Risk Transaction,2025-10-22,Zurich,EMEA,Front Office,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0016356,Data Quality Issue,2025-10-22,Zurich,EMEA,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0016368,Data Quality Issue,2025-10-22,Geneva,EMEA,Client Onboarding,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0016376,Data Quality Issue,2025-10-22,London,EMEA,Client Onboarding,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0016390,Processing Error,2025-10-22,New York,Americas,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0016412,Incident,2025-10-23,Zurich,EMEA,Compliance & Controls,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0016416,Data Quality Issue,2025-10-23,Geneva,EMEA,Front Office,Discretionary,Workflow,Medium,Missing Mandatory Fields
E0016453,Data Quality Issue,2025-10-24,Zurich,EMEA,Client Onboarding,Advisory,Monitoring Tool,Medium,Missing Mandatory Fields
E0016463,Incident,2025-10-24,Geneva,EMEA,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0016472,KYC Review Overdue,2025-10-24,London,EMEA,Client Onboarding,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0016486,Data Quality Issue,2025-10-24,New York,Americas,Client Onboarding,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0016508,Data Quality Issue,2025-10-24,Hong Kong,APAC,Operations,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0016530,Data Quality Issue,2025-10-25,New York,Americas,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0016552,Processing Error,2025-10-26,Zurich,EMEA,Operations,Discretionary,Email Intake,Medium,Missing Mandatory Fields
E0016560,Overdue Task,2025-10-26,Geneva,EMEA,Front Office,Execution-only,Workflow,Low,Missing Mandatory Fields
E0016561,Data Quality Issue,2025-10-26,Geneva,EMEA,Client Onboarding,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0016580,Reconciliation Break,2025-10-26,Singapore,APAC,Operations,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0016582,High-Risk Transaction,2025-10-26,Singapore,APAC,Front Office,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0016585,Processing Error,2025-10-26,Hong Kong,APAC,Operations,Advisory,Workflow,High,Missing Mandatory Fields
E0016604,High-Risk Transaction,2025-10-27,London,EMEA,Front Office,Advisory,CRM,Low,Missing Mandatory Fields
E0016605,Data Quality Issue,2025-10-27,London,EMEA,Front Office,Advisory,Workflow,Medium,Missing Mandatory Fields
E0016624,Complaint,2025-10-27,New York,Americas,Front Office,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0016629,Data Quality Issue,2025-10-27,New York,Americas,Client Onboarding,Execution-only,Workflow,High,Missing Mandatory Fields
E0016633,Processing Error,2025-10-27,New York,Americas,Operations,Structured Products,CRM,High,Missing Mandatory Fields
E0016637,Processing Error,2025-10-27,Singapore,APAC,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0016645,Processing Error,2025-10-27,Hong Kong,APAC,Operations,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0016648,Processing Error,2025-10-27,Hong Kong,APAC,Operations,Execution-only,Email Intake,High,Missing Mandatory Fields
E0016683,High-Risk Transaction,2025-10-28,New York,Americas,Front Office,,Core Banking,Low,Missing Mandatory Fields
E0016687,Data Quality Issue,2025-10-28,New York,Americas,Operations,Execution-only,Email Intake,High,Missing Mandatory Fields
E0016711,High-Risk Transaction,2025-10-29,Zurich,EMEA,Front Office,Advisory,CRM,Low,Missing Mandatory Fields
E0016718,Overdue Task,2025-10-29,Zurich,EMEA,Front Office,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0016719,High-Risk Transaction,2025-10-29,Zurich,EMEA,Front Office,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0016743,Processing Error,2025-10-29,New York,Americas,Operations,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0016745,Data Quality Issue,2025-10-29,Singapore,APAC,Front Office,Discretionary,Workflow,Low,Missing Mandatory Fields
E0016750,Data Quality Issue,2025-10-29,Singapore,APAC,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0016758,Incident,2025-10-30,Zurich,EMEA,Operations,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0016759,Data Quality Issue,2025-10-30,Zurich,EMEA,Client Onboarding,Discretionary,CRM,High,Missing Mandatory Fields
E0016766,Overdue Task,2025-10-30,Zurich,EMEA,Front Office,Structured Products,Workflow,Medium,Missing Mandatory Fields
E0016771,Data Quality Issue,2025-10-30,Geneva,EMEA,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0016772,Processing Error,2025-10-30,Geneva,EMEA,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0016784,Reconciliation Break,2025-10-30,London,EMEA,Operations,Discretionary,Core Banking,Critical,Missing Mandatory Fields
E0016788,Limit Breach,2025-10-30,London,EMEA,Front Office,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0016809,Processing Error,2025-10-30,Singapore,APAC,Operations,Execution-only,Core Banking,High,Missing Mandatory Fields
E0016810,Processing Error,2025-10-30,Singapore,APAC,Operations,Lombard Lending,Core Banking,High,Missing Mandatory Fields
E0016848,Complaint,2025-10-31,London,EMEA,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0016908,High-Risk Transaction,2025-11-01,New York,Americas,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0016920,Processing Error,2025-11-01,Hong Kong,APAC,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0016921,Reconciliation Break,2025-11-01,Hong Kong,APAC,Operations,Lombard Lending,CRM,High,Missing Mandatory Fields
E0016922,Limit Breach,2025-11-02,Zurich,EMEA,Front Office,Advisory,Workflow,Low,Missing Mandatory Fields
E0016930,Processing Error,2025-11-02,London,EMEA,Operations,Advisory,Email Intake,High,Missing Mandatory Fields
E0016952,High-Risk Transaction,2025-11-02,Singapore,APAC,Front Office,Structured Products,CRM,Medium,Missing Mandatory Fields
E0016955,Processing Error,2025-11-02,Hong Kong,APAC,Operations,Execution-only,Workflow,Low,Missing Mandatory Fields
E0016960,Processing Error,2025-11-03,Zurich,EMEA,Operations,Execution-only,Workflow,High,Missing Mandatory Fields
E0016985,Data Quality Issue,2025-11-03,London,EMEA,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0016992,Processing Error,2025-11-03,London,EMEA,Client Onboarding,Structured Products,CRM,Low,Missing Mandatory Fields
E0017002,Incident,2025-11-03,New York,Americas,Compliance & Controls,Lombard Lending,Monitoring Tool,Medium,Missing Mandatory Fields
E0017003,High-Risk Transaction,2025-11-03,New York,Americas,Front Office,Structured Products,Email Intake,Medium,Missing Mandatory Fields
E0017009,Processing Error,2025-11-03,Singapore,APAC,Compliance & Controls,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0017028,High-Risk Transaction,2025-11-04,Zurich,EMEA,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0017040,Data Quality Issue,2025-11-04,London,EMEA,Operations,Advisory,CRM,Medium,Missing Mandatory Fields
E0017057,Incident,2025-11-04,Singapore,APAC,Front Office,Advisory,Email Intake,Low,Missing Mandatory Fields
E0017062,Data Quality Issue,2025-11-04,Singapore,APAC,Client Onboarding,Discretionary,CRM,Critical,Missing Mandatory Fields
E0017063,High-Risk Transaction,2025-11-04,Singapore,APAC,Operations,Execution-only,Core Banking,High,Missing Mandatory Fields
E0017064,Data Quality Issue,2025-11-04,Singapore,APAC,Client Onboarding,Execution-only,Email Intake,High,Missing Mandatory Fields
E0017092,Processing Error,2025-11-05,Geneva,EMEA,Operations,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0017093,High-Risk Transaction,2025-11-05,Geneva,EMEA,Front Office,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0017097,Overdue Task,2025-11-05,Geneva,EMEA,Client Onboarding,Lombard Lending,Workflow,Medium,Missing Mandatory Fields
E0017105,Data Quality Issue,2025-11-05,London,EMEA,Front Office,Execution-only,CRM,Medium,Missing Mandatory Fields
E0017120,Processing Error,2025-11-05,Singapore,APAC,Operations,Advisory,Core Banking,High,Missing Mandatory Fields
E0017148,Processing Error,2025-11-06,Zurich,EMEA,Operations,Lombard Lending,Core Banking,Low,Missing Mandatory Fields
E0017157,Processing Error,2025-11-06,London,EMEA,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0017163,Data Quality Issue,2025-11-06,London,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0017172,High-Risk Transaction,2025-11-06,New York,Americas,Front Office,Lombard Lending,Email Intake,Low,Missing Mandatory Fields
E0017174,Data Quality Issue,2025-11-06,New York,Americas,Operations,Lombard Lending,Email Intake,Medium,Missing Mandatory Fields
E0017182,Processing Error,2025-11-06,Singapore,APAC,Operations,Advisory,Workflow,Medium,Missing Mandatory Fields
E0017209,Processing Error,2025-11-07,Zurich,EMEA,Operations,Execution-only,Monitoring Tool,Low,Missing Mandatory Fields
E0017215,Processing Error,2025-11-07,Geneva,EMEA,Operations,Advisory,Monitoring Tool,Low,Missing Mandatory Fields
E0017225,Reconciliation Break,2025-11-07,London,EMEA,Compliance & Controls,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0017226,Overdue Task,2025-11-07,London,EMEA,Compliance & Controls,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0017248,Processing Error,2025-11-07,Singapore,APAC,Front Office,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0017252,High-Risk Transaction,2025-11-07,Singapore,APAC,Front Office,Structured Products,Email Intake,Low,Missing Mandatory Fields
E0017270,Data Quality Issue,2025-11-08,Geneva,EMEA,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017305,Data Quality Issue,2025-11-09,Zurich,EMEA,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017320,High-Risk Transaction,2025-11-09,London,EMEA,Front Office,Execution-only,Workflow,High,Missing Mandatory Fields
E0017347,Processing Error,2025-11-10,Geneva,EMEA,Client Onboarding,Advisory,Core Banking,Low,Missing Mandatory Fields
E0017365,Processing Error,2025-11-10,London,EMEA,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0017379,Processing Error,2025-11-10,Singapore,APAC,Front Office,Advisory,Core Banking,Critical,Missing Mandatory Fields
E0017391,Processing Error,2025-11-10,Hong Kong,APAC,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0017403,Processing Error,2025-11-11,Zurich,EMEA,Operations,Execution-only,Core Banking,Medium,Missing Mandatory Fields
E0017410,Data Quality Issue,2025-11-11,Geneva,EMEA,Client Onboarding,Advisory,Core Banking,Low,Missing Mandatory Fields
E0017413,High-Risk Transaction,2025-11-11,Geneva,EMEA,Front Office,Lombard Lending,Email Intake,High,Missing Mandatory Fields
E0017430,Processing Error,2025-11-11,New York,Americas,Operations,Advisory,Email Intake,Low,Missing Mandatory Fields
E0017444,Data Quality Issue,2025-11-11,New York,Americas,Compliance & Controls,Structured Products,Core Banking,Low,Missing Mandatory Fields
E0017490,Incident,2025-11-12,New York,Americas,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0017499,Data Quality Issue,2025-11-12,Singapore,APAC,Operations,Discretionary,Monitoring Tool,Low,Missing Mandatory Fields
E0017505,Processing Error,2025-11-12,Hong Kong,APAC,Operations,Execution-only,Core Banking,Low,Missing Mandatory Fields
E0017511,Processing Error,2025-11-13,Zurich,EMEA,Front Office,Advisory,Email Intake,Medium,Missing Mandatory Fields
E0017512,High-Risk Transaction,2025-11-13,Zurich,EMEA,Front Office,Advisory,Workflow,Medium,Missing Mandatory Fields
E0017516,Processing Error,2025-11-13,Zurich,EMEA,Operations,Discretionary,Core Banking,Low,Missing Mandatory Fields
E0017539,Incident,2025-11-13,Geneva,EMEA,Operations,Lombard Lending,Workflow,High,Missing Mandatory Fields
E0017547,Reconciliation Break,2025-11-13,London,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017556,Data Quality Issue,2025-11-13,New York,Americas,Operations,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0017562,Processing Error,2025-11-13,Singapore,APAC,Operations,Advisory,Core Banking,Low,Missing Mandatory Fields
E0017564,Incident,2025-11-13,Singapore,APAC,Front Office,Discretionary,Monitoring Tool,Medium,Missing Mandatory Fields
E0017568,Processing Error,2025-11-13,Singapore,APAC,Operations,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017569,Processing Error,2025-11-13,Singapore,APAC,Front Office,Lombard Lending,Core Banking,Medium,Missing Mandatory Fields
E0017576,KYC Review Overdue,2025-11-13,Hong Kong,APAC,Client Onboarding,Execution-only,Workflow,High,Missing Mandatory Fields
E0017602,Data Quality Issue,2025-11-14,Geneva,EMEA,Front Office,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017611,Data Quality Issue,2025-11-14,London,EMEA,Compliance & Controls,Execution-only,Email Intake,Medium,Missing Mandatory Fields
E0017622,High-Risk Transaction,2025-11-14,New York,Americas,Client Onboarding,Discretionary,Workflow,Low,Missing Mandatory Fields
E0017628,Data Quality Issue,2025-11-14,New York,Americas,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0017631,Processing Error,2025-11-14,New York,Americas,Operations,Lombard Lending,Monitoring Tool,Low,Missing Mandatory Fields
E0017687,Data Quality Issue,2025-11-16,Zurich,EMEA,Operations,Discretionary,CRM,Medium,Missing Mandatory Fields
E0017722,Processing Error,2025-11-16,Singapore,APAC,Front Office,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0017736,Data Quality Issue,2025-11-17,Geneva,EMEA,Front Office,Structured Products,CRM,Low,Missing Mandatory Fields
E0017751,High-Risk Transaction,2025-11-17,New York,Americas,Operations,Lombard Lending,CRM,Low,Missing Mandatory Fields
E0017761,Reconciliation Break,2025-11-17,Hong Kong,APAC,Operations,Advisory,Workflow,Low,Missing Mandatory Fields
E0017779,High-Risk Transaction,2025-11-18,Zurich,EMEA,Front Office,Structured Products,Workflow,Medium,Missing Mandatory Fields
E0017788,Processing Error,2025-11-18,Geneva,EMEA,Front Office,Structured Products,CRM,Low,Missing Mandatory Fields
E0017793,Reconciliation Break,2025-11-18,London,EMEA,Operations,Discretionary,Email Intake,Low,Missing Mandatory Fields
E0017800,High-Risk Transaction,2025-11-18,New York,Americas,Front Office,Discretionary,CRM,High,Missing Mandatory Fields
E0017807,Reconciliation Break,2025-11-18,New York,Americas,Operations,Execution-only,Email Intake,Low,Missing Mandatory Fields
E0017812,Reconciliation Break,2025-11-18,Singapore,APAC,Compliance & Controls,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0017837,Data Quality Issue,2025-11-19,Zurich,EMEA,Client Onboarding,Discretionary,CRM,Low,Missing Mandatory Fields
E0017842,Processing Error,2025-11-19,Zurich,EMEA,Front Office,Lombard Lending,Email Intake,High,Missing Mandatory Fields
E0017847,KYC Review Overdue,2025-11-19,Geneva,EMEA,Compliance & Controls,Advisory,Core Banking,Medium,Missing Mandatory Fields
E0017862,Reconciliation Break,2025-11-19,London,EMEA,Compliance & Controls,Execution-only,CRM,Low,Missing Mandatory Fields
E0017868,Incident,2025-11-19,New York,Americas,Operations,Discretionary,Core Banking,High,Missing Mandatory Fields
E0017869,Processing Error,2025-11-19,New York,Americas,Operations,Discretionary,Workflow,Medium,Missing Mandatory Fields
E0017870,Processing Error,2025-11-19,New York,Americas,Operations,Discretionary,Monitoring Tool,High,Missing Mandatory Fields
E0017873,Data Quality Issue,2025-11-19,New York,Americas,Client Onboarding,Execution-only,Workflow,Medium,Missing Mandatory Fields
E0017883,KYC Review Overdue,2025-11-19,Hong Kong,APAC,Client Onboarding,Discretionary,CRM,Medium,Missing Mandatory Fields
E0017927,Data Quality Issue,2025-11-20,Singapore,APAC,Operations,Discretionary,Core Banking,Medium,Missing Mandatory Fields
E0017929,Data Quality Issue,2025-11-20,Singapore,APAC,Operations,Execution-only,CRM,Low,Missing Mandatory Fields
E0017930,Processing Error,2025-11-20,Singapore,APAC,Operations,Structured Products,Email Intake,Low,Missing Mandatory Fields
